what articles exist which deal with tss (time sharing system), an operating system for ibm computers?
Found 100 hits.
83. CACM-2621.html 10.277208
84. CACM-2080.html 10.195089
85. CACM-2597.html 10.130884
86. CACM-1393.html 10.119177
87. CACM-1885.html 10.0924
88. CACM-2868.html 10.080242
89. CACM-2622.html 10.065534
90. CACM-2069.html 10.047623
91. CACM-1901.html 10.0362835
92. CACM-2372.html 10.021631
93. CACM-3048.html 10.020298
94. CACM-1163.html 9.992321
95. CACM-2989.html 9.977436
96. CACM-1590.html 9.931618
97. CACM-2948.html 9.904659
98. CACM-1417.html 9.884298
99. CACM-1195.html 9.846614
100. CACM-2624.html 9.808871
i am interested in articles written either by prieve or udo pooch prieve, b. pooch, u.
Found 100 hits.
1. CACM-2434.html 17.005402
2. CACM-3078.html 15.757346
3. CACM-2863.html 13.97063
4. CACM-0497.html 10.679101
5. CACM-0335.html 8.714684
6. CACM-3129.html 8.34662
7. CACM-0727.html 8.333138
8. CACM-1364.html 8.333138
9. CACM-1012.html 8.314004
10. CACM-1519.html 8.072659
11. CACM-2250.html 7.9700966
12. CACM-2039.html 7.8770437
13. CACM-3202.html 7.8292465
14. CACM-2786.html 7.504214
15. CACM-1931.html 7.1421127
16. CACM-0616.html 7.024556
17. CACM-2534.html 6.9135284
18. CACM-1264.html 6.793051
19. CACM-3136.html 6.720712
20. CACM-1977.html 6.633032
21. CACM-0047.html 6.6178465
22. CACM-1821.html 6.5025187
23. CACM-1861.html 6.4504185
24. CACM-0282.html 6.4149837
25. CACM-3199.html 6.331877
26. CACM-0847.html 6.2322855
27. CACM-2845.html 6.1495566
28. CACM-2304.html 6.1181917
29. CACM-2177.html 6.016138
30. CACM-3086.html 5.9843993
31. CACM-0397.html 5.949177
32. CACM-1010.html 5.9190793
33. CACM-1046.html 5.8311443
34. CACM-1014.html 5.7890263
35. CACM-3180.html 5.782302
36. CACM-1569.html 5.7095118
37. CACM-1588.html 5.673295
38. CACM-2572.html 5.6210475
39. CACM-0408.html 5.563426
40. CACM-1676.html 5.5533724
41. CACM-1334.html 5.502251
42. CACM-2439.html 5.4864106
43. CACM-0492.html 5.4796996
44. CACM-2713.html 5.450626
45. CACM-3171.html 5.4288654
46. CACM-1183.html 5.4019985
47. CACM-2100.html 5.398074
48. CACM-1062.html 5.39357
49. CACM-1638.html 5.39357
50. CACM-1606.html 5.346526
51. CACM-1867.html 5.337109
52. CACM-1974.html 5.3227496
53. CACM-1424.html 5.305148
54. CACM-2448.html 5.295953
55. CACM-0276.html 5.240396
56. CACM-0435.html 5.201752
57. CACM-1593.html 5.1990223
58. CACM-2392.html 5.1976247
59. CACM-1305.html 5.184374
60. CACM-1258.html 5.1719093
61. CACM-3189.html 5.1440434
62. CACM-2449.html 5.1414375
63. CACM-3188.html 5.1414375
64. CACM-0942.html 5.133045
65. CACM-2916.html 5.1330175
66. CACM-1542.html 5.130727
67. CACM-2971.html 5.120926
68. CACM-1652.html 5.1148806
69. CACM-0597.html 5.060566
70. CACM-2473.html 5.056792
71. CACM-0853.html 5.0516963
72. CACM-1105.html 5.0516963
73. CACM-2939.html 5.0240965
74. CACM-1881.html 5.0115285
75. CACM-0372.html 5.001037
76. CACM-0391.html 5.001037
77. CACM-0394.html 5.001037
78. CACM-0798.html 5.001037
79. CACM-1139.html 5.001037
80. CACM-1136.html 4.951384
81. CACM-1702.html 4.951384
82. CACM-0058.html 4.9359865
83. CACM-1943.html 4.92339
84. CACM-1975.html 4.9212217
85. CACM-1439.html 4.9199333
86. CACM-0407.html 4.854978
87. CACM-1990.html 4.808169
88. CACM-2422.html 4.808169
89. CACM-1117.html 4.781069
90. CACM-2440.html 4.762254
91. CACM-1530.html 4.7510524
92. CACM-1563.html 4.716036
93. CACM-2215.html 4.699326
94. CACM-1272.html 4.6968822
95. CACM-1096.html 4.673006
96. CACM-2352.html 4.673006
97. CACM-0123.html 4.6649995
98. CACM-2520.html 4.6379037
99. CACM-2915.html 4.6325417
100. CACM-1994.html 4.629625
intermediate languages used in construction of multi-targeted compilers; tcoll
Found 100 hits.
1. CACM-1988.html 10.779771
2. CACM-2112.html 9.986323
3. CACM-2061.html 9.124941
4. CACM-0265.html 8.072615
5. CACM-1496.html 8.058582
6. CACM-0799.html 7.939868
7. CACM-2666.html 7.8708515
8. CACM-1154.html 7.8317447
9. CACM-2579.html 7.602168
10. CACM-1304.html 7.468906
11. CACM-2411.html 7.41384
12. CACM-2921.html 7.377026
13. CACM-0205.html 7.299533
14. CACM-1723.html 7.23396
15. CACM-2939.html 7.157678
16. CACM-0252.html 7.148143
17. CACM-1565.html 7.0902357
18. CACM-2886.html 6.947606
19. CACM-1386.html 6.887566
20. CACM-3115.html 6.838749
21. CACM-0637.html 6.7009974
22. CACM-3099.html 6.6721063
23. CACM-1387.html 6.60428
24. CACM-1787.html 6.595907
25. CACM-3102.html 6.498043
26. CACM-3144.html 6.4831786
27. CACM-0062.html 6.4560924
28. CACM-1852.html 6.331694
29. CACM-1521.html 6.2728877
30. CACM-1134.html 6.266111
31. CACM-1029.html 6.1373253
32. CACM-1788.html 6.1165752
33. CACM-1223.html 6.078209
34. CACM-1533.html 6.0660195
35. CACM-2732.html 6.0036426
36. CACM-3093.html 6.0036426
37. CACM-2684.html 5.9414444
38. CACM-0661.html 5.935996
39. CACM-2867.html 5.8995066
40. CACM-1484.html 5.882859
41. CACM-1807.html 5.8771253
42. CACM-3030.html 5.8551474
43. CACM-1835.html 5.85488
44. CACM-0303.html 5.763768
45. CACM-0929.html 5.6528172
46. CACM-1402.html 5.617413
47. CACM-3105.html 5.5395274
48. CACM-1350.html 5.532913
49. CACM-1457.html 5.4986243
50. CACM-0077.html 5.4827547
51. CACM-2316.html 5.440803
52. CACM-2534.html 5.3990507
53. CACM-1135.html 5.3868723
54. CACM-3130.html 5.3769684
55. CACM-2587.html 5.3749533
56. CACM-2254.html 5.3734107
57. CACM-2138.html 5.3280106
58. CACM-0100.html 5.322627
59. CACM-1313.html 5.322627
60. CACM-2652.html 5.284837
61. CACM-2873.html 5.284837
62. CACM-2136.html 5.2749677
63. CACM-0051.html 5.2713094
64. CACM-2603.html 5.2649016
65. CACM-1572.html 5.2615924
66. CACM-3171.html 5.2541485
67. CACM-1976.html 5.214242
68. CACM-2470.html 5.199741
69. CACM-1947.html 5.1875196
70. CACM-2558.html 5.1778464
71. CACM-2066.html 5.1231265
72. CACM-2929.html 5.0985026
73. CACM-3124.html 5.065258
74. CACM-1611.html 5.034686
75. CACM-3189.html 5.034686
76. CACM-2551.html 4.9380417
77. CACM-2658.html 4.9380417
78. CACM-2542.html 4.9030895
79. CACM-2659.html 4.8938413
80. CACM-1366.html 4.8891516
81. CACM-1746.html 4.8863006
82. CACM-0249.html 4.8627186
83. CACM-0464.html 4.8531117
84. CACM-1162.html 4.8531117
85. CACM-2718.html 4.8531117
86. CACM-1098.html 4.808484
87. CACM-1703.html 4.801613
88. CACM-2424.html 4.74183
89. CACM-1783.html 4.7403736
90. CACM-2705.html 4.7260003
91. CACM-2111.html 4.701486
92. CACM-0070.html 4.6842
93. CACM-1456.html 4.6723986
94. CACM-1007.html 4.644408
95. CACM-2746.html 4.628878
96. CACM-1392.html 4.6201506
97. CACM-1459.html 4.556847
98. CACM-2064.html 4.545148
99. CACM-2179.html 4.545148
100. CACM-1658.html 4.505875
i'm interested in mechanisms for communicating between disjoint processes, possibly, but not exclusively, in a distributed environment. i would rather see descriptions of complete mechanisms, with or without implementations, as opposed to theoretical work on the abstract problem. remote procedure calls and message-passing are examples of my interests.
Found 100 hits.
1. CACM-2377.html 27.202042
2. CACM-3128.html 26.518387
3. CACM-3043.html 25.675097
4. CACM-2939.html 21.808435
5. CACM-3141.html 19.533428
6. CACM-3049.html 19.482477
7. CACM-1135.html 18.508272
8. CACM-2342.html 18.356388
9. CACM-2519.html 16.23529
10. CACM-2438.html 15.824743
11. CACM-2439.html 15.741702
12. CACM-2895.html 15.739119
13. CACM-2931.html 15.39054
14. CACM-2844.html 15.194505
15. CACM-2848.html 15.058405
16. CACM-2851.html 14.810629
17. CACM-2376.html 14.713913
18. CACM-2314.html 14.418319
19. CACM-0483.html 14.217262
20. CACM-0616.html 14.1953125
21. CACM-2742.html 14.187181
22. CACM-3148.html 14.14786
23. CACM-2870.html 13.877296
24. CACM-3103.html 13.850245
25. CACM-2958.html 13.838358
26. CACM-2371.html 13.738997
27. CACM-1506.html 13.606916
28. CACM-2684.html 13.132872
29. CACM-2767.html 13.039834
30. CACM-2949.html 12.721416
31. CACM-3105.html 12.659275
32. CACM-2905.html 12.637904
33. CACM-1014.html 12.54702
34. CACM-2969.html 12.523644
35. CACM-0409.html 12.523291
36. CACM-2558.html 12.48122
37. CACM-1829.html 12.213009
38. CACM-2816.html 12.098938
39. CACM-2080.html 11.989365
40. CACM-2920.html 11.922216
41. CACM-2890.html 11.757515
42. CACM-1626.html 11.733078
43. CACM-3188.html 11.658239
44. CACM-0435.html 11.641653
45. CACM-2626.html 11.604942
46. CACM-1742.html 11.585167
47. CACM-1323.html 11.550344
48. CACM-2932.html 11.447444
49. CACM-3073.html 11.441112
50. CACM-1248.html 11.404853
51. CACM-1458.html 11.3773985
52. CACM-2721.html 11.257317
53. CACM-2536.html 11.187246
54. CACM-3018.html 11.153767
55. CACM-2356.html 11.13512
56. CACM-1099.html 11.105136
57. CACM-2900.html 11.00875
58. CACM-2383.html 10.964298
59. CACM-1527.html 10.956406
60. CACM-2840.html 10.801048
61. CACM-3057.html 10.798939
62. CACM-2060.html 10.774958
63. CACM-1681.html 10.693677
64. CACM-2632.html 10.671245
65. CACM-2936.html 10.671245
66. CACM-1588.html 10.666201
67. CACM-1485.html 10.558785
68. CACM-3171.html 10.553772
69. CACM-1908.html 10.488305
70. CACM-2915.html 10.477376
71. CACM-2940.html 10.418543
72. CACM-1484.html 10.377518
73. CACM-1943.html 10.31389
74. CACM-1534.html 10.256355
75. CACM-1905.html 10.112229
76. CACM-2020.html 10.085896
77. CACM-3021.html 10.044739
78. CACM-1727.html 10.017764
79. CACM-2912.html 9.911903
80. CACM-2929.html 9.868971
81. CACM-1180.html 9.805057
82. CACM-1710.html 9.607714
83. CACM-1012.html 9.603434
84. CACM-2777.html 9.533537
85. CACM-2457.html 9.415173
86. CACM-2877.html 9.413536
87. CACM-3064.html 9.338941
88. CACM-3120.html 9.324327
89. CACM-1931.html 9.291113
90. CACM-1166.html 9.280787
91. CACM-1595.html 9.264391
92. CACM-0069.html 9.252124
93. CACM-2134.html 9.22764
94. CACM-2665.html 9.167961
95. CACM-1518.html 9.111023
96. CACM-2541.html 9.084117
97. CACM-1469.html 9.035593
98. CACM-1399.html 9.012781
99. CACM-1651.html 8.965038
100. CACM-2017.html 8.929557
i'd like papers on design and implementation of editing interfaces, window-managers, command interpreters, etc. the essential issues are human interface design, with views on improvements to user efficiency, effectiveness and satisfaction.
Found 100 hits.
1. CACM-1829.html 21.741095
2. CACM-2035.html 21.097263
3. CACM-2321.html 19.185083
4. CACM-2299.html 17.849667
5. CACM-2629.html 17.701504
6. CACM-1188.html 16.820269
7. CACM-3050.html 16.301647
8. CACM-1923.html 15.669889
9. CACM-1698.html 15.394327
10. CACM-3147.html 15.347309
11. CACM-2003.html 15.292101
12. CACM-1605.html 15.13183
13. CACM-3102.html 14.4770355
14. CACM-1937.html 14.416113
15. CACM-1742.html 14.2654705
16. CACM-2873.html 14.246235
17. CACM-2357.html 13.855783
18. CACM-3011.html 13.658044
19. CACM-2106.html 13.570823
20. CACM-1409.html 13.48127
21. CACM-1978.html 13.346157
22. CACM-1699.html 13.282738
23. CACM-1960.html 13.20175
24. CACM-0251.html 13.072588
25. CACM-1571.html 12.786685
26. CACM-2138.html 12.440268
27. CACM-0892.html 12.288036
28. CACM-2247.html 12.269809
29. CACM-1671.html 12.168559
30. CACM-2786.html 11.897669
31. CACM-3137.html 11.845196
32. CACM-1392.html 11.809735
33. CACM-2169.html 11.785423
34. CACM-2812.html 11.497825
35. CACM-1408.html 11.366311
36. CACM-2534.html 11.229805
37. CACM-2145.html 11.1736145
38. CACM-2716.html 10.896149
39. CACM-2542.html 10.67352
40. CACM-1747.html 10.642324
41. CACM-1053.html 10.621721
42. CACM-2399.html 10.54507
43. CACM-1238.html 10.53253
44. CACM-1682.html 10.439249
45. CACM-2105.html 10.403796
46. CACM-3012.html 10.393452
47. CACM-3035.html 10.385593
48. CACM-1764.html 10.368961
49. CACM-2469.html 10.3539715
50. CACM-2483.html 10.273599
51. CACM-1746.html 10.234042
52. CACM-2867.html 10.130878
53. CACM-1395.html 10.057341
54. CACM-2820.html 10.043135
55. CACM-1853.html 10.01869
56. CACM-2947.html 9.987198
57. CACM-1252.html 9.917469
58. CACM-0679.html 9.7277355
59. CACM-1502.html 9.701662
60. CACM-1281.html 9.513858
61. CACM-2622.html 9.456029
62. CACM-3030.html 9.32925
63. CACM-2887.html 9.268531
64. CACM-2218.html 9.248707
65. CACM-1465.html 9.211431
66. CACM-2514.html 9.194228
67. CACM-2522.html 9.16695
68. CACM-3040.html 9.122314
69. CACM-1534.html 8.975248
70. CACM-2546.html 8.975248
71. CACM-1435.html 8.972596
72. CACM-2959.html 8.962107
73. CACM-2358.html 8.876682
74. CACM-3031.html 8.875992
75. CACM-1270.html 8.864074
76. CACM-1612.html 8.864074
77. CACM-1602.html 8.8482065
78. CACM-2960.html 8.843229
79. CACM-2718.html 8.805339
80. CACM-2439.html 8.751389
81. CACM-1603.html 8.741562
82. CACM-3144.html 8.734025
83. CACM-2078.html 8.729778
84. CACM-2314.html 8.658302
85. CACM-1646.html 8.602315
86. CACM-1572.html 8.586285
87. CACM-2841.html 8.575003
88. CACM-3025.html 8.531519
89. CACM-1962.html 8.496571
90. CACM-2950.html 8.495
91. CACM-2738.html 8.477961
92. CACM-2252.html 8.437804
93. CACM-2151.html 8.317412
94. CACM-2957.html 8.313394
95. CACM-1030.html 8.313019
96. CACM-2407.html 8.298302
97. CACM-2527.html 8.201405
98. CACM-2036.html 8.178789
99. CACM-3202.html 8.08494
100. CACM-2396.html 8.0689
interested in articles on robotics, motion planning particularly the geometric and combinatorial aspects. we are not interested in the dynamics of arm motion.
Found 100 hits.
1. CACM-2826.html 22.817677
2. CACM-2828.html 15.729874
3. CACM-0438.html 15.523337
4. CACM-0435.html 13.9600315
5. CACM-1543.html 13.743999
6. CACM-2230.html 13.062885
7. CACM-2721.html 12.914886
8. CACM-0695.html 11.940731
9. CACM-1014.html 11.5780525
10. CACM-2931.html 11.186258
11. CACM-0492.html 10.959399
12. CACM-0531.html 10.803202
13. CACM-0605.html 10.753923
14. CACM-1867.html 10.674218
15. CACM-2873.html 10.420926
16. CACM-1341.html 10.125265
17. CACM-1397.html 9.232725
18. CACM-1623.html 9.232725
19. CACM-1234.html 9.059622
20. CACM-1365.html 8.669372
21. CACM-3035.html 8.660741
22. CACM-0242.html 8.60967
23. CACM-0670.html 8.10591
24. CACM-0417.html 8.051936
25. CACM-2753.html 7.8015504
26. CACM-1664.html 7.6772604
27. CACM-2671.html 7.6127987
28. CACM-2078.html 7.3948445
29. CACM-2389.html 7.3948445
30. CACM-1698.html 7.321374
31. CACM-1009.html 7.2736616
32. CACM-2176.html 7.2614026
33. CACM-2187.html 7.094487
34. CACM-3198.html 7.0490594
35. CACM-3185.html 7.0050445
36. CACM-0530.html 6.8017225
37. CACM-1148.html 6.740235
38. CACM-1186.html 6.7129426
39. CACM-1634.html 6.6593285
40. CACM-2707.html 6.6318064
41. CACM-0616.html 6.570711
42. CACM-0697.html 6.4263487
43. CACM-3154.html 6.37078
44. CACM-0705.html 6.2968335
45. CACM-2417.html 6.2968335
46. CACM-2836.html 6.2623663
47. CACM-0888.html 6.119822
48. CACM-2087.html 6.0630097
49. CACM-1385.html 6.0554547
50. CACM-2485.html 6.007974
51. CACM-3172.html 6.007974
52. CACM-0704.html 6.0072417
53. CACM-2505.html 5.8987293
54. CACM-0887.html 5.8459296
55. CACM-1885.html 5.8445935
56. CACM-1046.html 5.8311443
57. CACM-2167.html 5.7487025
58. CACM-0768.html 5.7431164
59. CACM-3040.html 5.714431
60. CACM-3188.html 5.696248
61. CACM-2319.html 5.6128025
62. CACM-0767.html 5.5012383
63. CACM-1113.html 5.481379
64. CACM-2705.html 5.365094
65. CACM-1001.html 5.275434
66. CACM-3150.html 5.267944
67. CACM-1368.html 5.1949315
68. CACM-2502.html 5.113508
69. CACM-0397.html 5.108721
70. CACM-2909.html 5.066262
71. CACM-3033.html 5.016011
72. CACM-3030.html 4.995389
73. CACM-2804.html 4.9582953
74. CACM-1621.html 4.929944
75. CACM-2150.html 4.907973
76. CACM-2231.html 4.907973
77. CACM-3156.html 4.823564
78. CACM-1047.html 4.7885857
79. CACM-1978.html 4.788278
80. CACM-2772.html 4.608428
81. CACM-2406.html 4.4530115
82. CACM-2769.html 4.450693
83. CACM-0281.html 4.3919206
84. CACM-1541.html 4.3370833
85. CACM-1088.html 4.3202524
86. CACM-2666.html 4.248674
87. CACM-2834.html 4.248674
88. CACM-3135.html 4.2350802
89. CACM-0755.html 4.212878
90. CACM-1184.html 4.212878
91. CACM-1262.html 4.212878
92. CACM-2306.html 4.209258
93. CACM-2399.html 4.14813
94. CACM-1517.html 4.115726
95. CACM-2547.html 4.0671206
96. CACM-2667.html 4.0671206
97. CACM-0971.html 4.0310497
98. CACM-0731.html 3.9991877
99. CACM-3047.html 3.9983776
100. CACM-2633.html 3.9580562
i am interested in distributed algorithms - concurrent programs in which processes communicate and synchronize by using message passing. areas of particular interest include fault-tolerance and techniques for understanding the correctness of these algorithms.
Found 100 hits.
1. CACM-3043.html 35.063244
2. CACM-3128.html 23.4375
3. CACM-2912.html 23.179228
4. CACM-3141.html 21.954815
5. CACM-2949.html 21.945435
6. CACM-2376.html 20.445366
7. CACM-1623.html 20.37862
8. CACM-2865.html 19.48364
9. CACM-2903.html 19.407995
10. CACM-3148.html 18.928053
11. CACM-2342.html 17.42732
12. CACM-3006.html 17.101984
13. CACM-2317.html 16.798521
14. CACM-2111.html 16.099182
15. CACM-2890.html 16.058956
16. CACM-2740.html 15.4997225
17. CACM-1854.html 14.994535
18. CACM-2871.html 14.853217
19. CACM-3014.html 14.411145
20. CACM-1381.html 14.354317
21. CACM-2424.html 14.145748
22. CACM-2950.html 13.880892
23. CACM-1397.html 13.864607
24. CACM-2320.html 13.810801
25. CACM-1948.html 13.620804
26. CACM-2902.html 13.472435
27. CACM-2208.html 13.289834
28. CACM-1551.html 13.180808
29. CACM-3104.html 13.152721
30. CACM-2306.html 13.135061
31. CACM-1145.html 13.090049
32. CACM-1698.html 12.939843
33. CACM-2276.html 12.764097
34. CACM-2860.html 12.754496
35. CACM-1626.html 12.748689
36. CACM-2674.html 12.713232
37. CACM-3021.html 12.645568
38. CACM-1553.html 12.456898
39. CACM-2033.html 12.340382
40. CACM-2905.html 12.230078
41. CACM-1923.html 12.189666
42. CACM-3078.html 12.156691
43. CACM-2402.html 12.130004
44. CACM-2657.html 12.073879
45. CACM-2895.html 12.038858
46. CACM-2273.html 11.918495
47. CACM-1135.html 11.867593
48. CACM-2862.html 11.859079
49. CACM-0046.html 11.848328
50. CACM-2646.html 11.786873
51. CACM-1749.html 11.784872
52. CACM-2972.html 11.756506
53. CACM-2454.html 11.731604
54. CACM-2326.html 11.712976
55. CACM-2325.html 11.597678
56. CACM-0616.html 11.590911
57. CACM-2795.html 11.523859
58. CACM-2094.html 11.4789715
59. CACM-2216.html 11.385989
60. CACM-1440.html 11.2674885
61. CACM-0270.html 11.247864
62. CACM-2896.html 11.1460285
63. CACM-2379.html 11.143663
64. CACM-2142.html 11.141932
65. CACM-1237.html 11.089198
66. CACM-3031.html 11.076958
67. CACM-2389.html 11.067005
68. CACM-2016.html 11.055454
69. CACM-2439.html 11.050212
70. CACM-3134.html 11.013847
71. CACM-2884.html 10.986514
72. CACM-1458.html 10.978935
73. CACM-3054.html 10.9776325
74. CACM-2981.html 10.97177
75. CACM-2668.html 10.948625
76. CACM-2716.html 10.946713
77. CACM-2665.html 10.894021
78. CACM-2324.html 10.8907175
79. CACM-1771.html 10.815364
80. CACM-2520.html 10.812325
81. CACM-2849.html 10.735771
82. CACM-2378.html 10.716044
83. CACM-2819.html 10.66073
84. CACM-2268.html 10.653568
85. CACM-2618.html 10.6158085
86. CACM-1601.html 10.610036
87. CACM-3075.html 10.517317
88. CACM-0855.html 10.490891
89. CACM-2863.html 10.459854
90. CACM-0371.html 10.450448
91. CACM-2828.html 10.44677
92. CACM-2226.html 10.319398
93. CACM-2851.html 10.315951
94. CACM-1353.html 10.307689
95. CACM-1160.html 10.2785425
96. CACM-1609.html 10.271528
97. CACM-2581.html 10.235838
98. CACM-3166.html 10.186636
99. CACM-1427.html 10.171086
100. CACM-1877.html 10.140335
addressing schemes for resources in networks; resource addressing in network operating systems
Found 100 hits.
1. CACM-2625.html 23.512005
2. CACM-2951.html 19.215313
3. CACM-2541.html 18.020334
4. CACM-2371.html 16.406221
5. CACM-2500.html 15.592215
6. CACM-3032.html 15.064989
7. CACM-2776.html 15.013805
8. CACM-1752.html 14.813304
9. CACM-1685.html 14.571023
10. CACM-1877.html 14.4862585
11. CACM-1869.html 13.600346
12. CACM-2499.html 13.250393
13. CACM-2482.html 13.204579
14. CACM-2949.html 13.169918
15. CACM-1611.html 13.117533
16. CACM-2858.html 12.820347
17. CACM-1785.html 12.671253
18. CACM-1695.html 12.612076
19. CACM-2194.html 12.50768
20. CACM-2830.html 12.124883
21. CACM-2522.html 12.110941
22. CACM-0912.html 12.007982
23. CACM-2197.html 11.962063
24. CACM-1751.html 11.86437
25. CACM-2920.html 11.787221
26. CACM-0492.html 11.717545
27. CACM-2860.html 11.696604
28. CACM-1261.html 11.650951
29. CACM-2892.html 11.625748
30. CACM-2614.html 11.615719
31. CACM-2020.html 11.610379
32. CACM-3083.html 11.501133
33. CACM-1928.html 11.445503
34. CACM-2095.html 11.443831
35. CACM-1677.html 11.282111
36. CACM-1680.html 11.2782955
37. CACM-2991.html 11.138695
38. CACM-3133.html 10.833387
39. CACM-2358.html 10.804228
40. CACM-2597.html 10.713319
41. CACM-2543.html 10.709931
42. CACM-1723.html 10.452603
43. CACM-2109.html 10.353794
44. CACM-1754.html 10.305246
45. CACM-2080.html 10.186649
46. CACM-2320.html 10.066803
47. CACM-3053.html 10.02058
48. CACM-2379.html 10.0023775
49. CACM-0828.html 9.903553
50. CACM-3040.html 9.767435
51. CACM-3126.html 9.751537
52. CACM-2219.html 9.748035
53. CACM-2515.html 9.74585
54. CACM-2501.html 9.708145
55. CACM-2969.html 9.549753
56. CACM-3158.html 9.5205
57. CACM-3127.html 9.373572
58. CACM-0332.html 9.313984
59. CACM-2632.html 9.203643
60. CACM-0040.html 9.138293
61. CACM-2712.html 9.060026
62. CACM-1938.html 8.918231
63. CACM-3068.html 8.877772
64. CACM-1879.html 8.87774
65. CACM-2203.html 8.87774
66. CACM-0441.html 8.762499
67. CACM-2258.html 8.546976
68. CACM-2849.html 8.498195
69. CACM-2297.html 8.2833805
70. CACM-2128.html 8.193768
71. CACM-1735.html 7.9741983
72. CACM-1846.html 7.936038
73. CACM-1462.html 7.834498
74. CACM-1461.html 7.676839
75. CACM-1591.html 7.602049
76. CACM-0615.html 7.5154767
77. CACM-3072.html 7.421095
78. CACM-2578.html 7.3672957
79. CACM-2111.html 7.3410997
80. CACM-3110.html 7.3383493
81. CACM-2988.html 7.3268013
82. CACM-1728.html 7.2861786
83. CACM-2274.html 7.168085
84. CACM-1505.html 7.1458545
85. CACM-3076.html 7.1367874
86. CACM-2867.html 7.119545
87. CACM-2900.html 7.077901
88. CACM-3092.html 7.0159082
89. CACM-1247.html 6.985582
90. CACM-1750.html 6.973098
91. CACM-2317.html 6.9616528
92. CACM-2840.html 6.94774
93. CACM-2485.html 6.826756
94. CACM-0008.html 6.8169403
95. CACM-2372.html 6.7918777
96. CACM-2798.html 6.782667
97. CACM-0003.html 6.749258
98. CACM-3088.html 6.7276907
99. CACM-0071.html 6.706139
100. CACM-2319.html 6.684455
security considerations in local networks, network operating systems, and distributed systems.
Found 100 hits.
1. CACM-2849.html 22.106934
2. CACM-2949.html 20.560944
3. CACM-3068.html 19.688038
4. CACM-2372.html 17.676281
5. CACM-2578.html 17.076359
6. CACM-3082.html 16.592209
7. CACM-3158.html 16.43133
8. CACM-3174.html 15.726766
9. CACM-2951.html 15.612528
10. CACM-2621.html 15.428682
11. CACM-2371.html 15.086952
12. CACM-2776.html 15.013805
13. CACM-1685.html 14.571023
14. CACM-3137.html 14.420578
15. CACM-1928.html 13.997741
16. CACM-1695.html 13.862213
17. CACM-2969.html 13.7219925
18. CACM-3128.html 13.462118
19. CACM-1750.html 13.323689
20. CACM-1745.html 13.292037
21. CACM-1747.html 12.487073
22. CACM-2870.html 12.448126
23. CACM-3076.html 12.381058
24. CACM-3141.html 12.325831
25. CACM-3011.html 12.052992
26. CACM-3043.html 12.027905
27. CACM-2197.html 11.962063
28. CACM-1808.html 11.775667
29. CACM-1261.html 11.650951
